"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"6877"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.21"	"saccasaṃyuttaṃ, paṭhamakoṭigāmasuttaṃ"	"tatra kho bhagavā bhikkhū āmantesi, catunnaṃ, bhikkhave, ariyasaccānaṃ ananubodhā <b>appaṭivedhā</b> evam'idaṃ dīgham'addhānaṃ sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca."	"NIDD2.2.1"	"ajita māṇava pucchā niddesa"	"avijjā'ti ... adassanaṃ anabhisamayo ananubodho asambodho <b>appaṭivedho</b> asaṃgāhanā apariyogāhanā asamapekkhanā apaccavekkhaṇā"	""
"6888"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6889"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.8"	"bhūtārocanasikkhāpadaṃ"	"vimokkho'ti suññato vimokkho, animitto vimokkho, <b>appaṇihito</b> vimokkho."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6900"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN46.6"	"bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ"	"cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti <b>appatiṭṭhitacitto</b> adīnamānaso abyāpannacetaso."	""	""	""	""
"6903"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.2"	"dutiyapārājikaṃ"	"vigarahi buddho bhagavā, ananucchavikaṃ, moghapurisa, ananulomikaṃ <b>appatirūpaṃ</b> assāmaṇakaṃ akappiyaṃ akaraṇīyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6909"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SA 8"	"duṭṭhadosasikkhāpadaṃ"	"yo pana bhikkhu bhikkhuṃ duṭṭho doso <b>appatīto</b> amūlakena pārājikena dhammena anuddhaṃseyya app'eva nāma naṃ imamhā brahmacariyā cāveyyan'ti"	""	""	""	""	""	""	""	""	""	""	""	""	"MN5"	"anaṅgaṇasuttaṃ"	"ṭhānaṃ kho pan'etaṃ, āvuso, vijjati yaṃ taṃ bhikkhuṃ bhikkhū jāneyyuṃ, āpattiṃ āpanno'ti. jānanti maṃ bhikkhū āpattiṃ āpanno'ti, iti so kupito hoti <b>appatīto</b>. yo c'eva kho, āvuso, kopo yo ca appaccayo, ubhayam'etaṃ aṅgaṇaṃ."	""
"6910"	"11"	""	""	"MN131"	"bhaddekarattasuttaṃ"	"atītaṃ n'ānvāgameyya, nappaṭikaṅkhe anāgataṃ. yadatītam'pahīnan'taṃ, <b>appattañ</b>'ca anāgataṃ."	"Bhadd'eka-ratta"	"A single Excellent Night"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN7.49"	"dutiyasaññāsuttaṃ"	"veditabbam'etaṃ, bhikkhave, bhikkhunā, abhāvitā me asubhasaññā, n'atthi me pubben'āparaṃ viseso, <b>appattaṃ</b> me bhāvanābalan'ti."	"17"
"6911"	"11"	""	""	"SN12.22"	"dutiyadasabalasuttaṃ"	"tasmā't'iha bhikkhave vīriyaṃ ārabhatha <b>appattassa</b> pattiyā, anadhigatassa adhigamāya, asacchikatassa sacchikiriyāya."	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN12.22"	"dutiyadasabalasuttaṃ"	"tasmā't'iha bhikkhave vīriyaṃ ārabhatha <b>appattassa</b> pattiyā, anadhigatassa adhigamāya, asacchikatassa sacchikiriyāya."	""	""	""	"29"
"6913"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.4"	"sālasuttaṃ"	"ye'pi te, bhikkhave, bhikkhū sekhā <b>appattamānasā</b> anuttaraṃ yogakkhemaṃ patthayamānā viharanti"	"MN1"	"mūlapariyāyasuttaṃ"	"yo'pi so, bhikkhave, bhikkhu sekkho <b>appattamānaso</b> anuttaraṃ yogakkhemaṃ patthayamāno viharati, so'pi pathaviṃ pathavito abhijānāti, pathaviṃ pathavito abhiññāya pathaviṃ mā maññi"	""
"6914"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.7.5"	"ūnavīsativassasikkhāpadaṃ"	"ūnavīsativasso nāma <b>appattavīsativasso</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6916"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN4.45"	"rohitassasuttaṃ"	"na cāhaṃ, āvuso, <b>appatvā</b>'va lokassa antaṃ dukkhassa antakiriyaṃ vadāmi."	"But I also say, friends, that without reaching the end of the world, (there is) no ending of suffering."	""	"16"	""	""	""	"SN2.26"	"rohitassasuttaṃ"	"gamanena na pattabbo,
lokass'anto kudācanaṃ,
na ca <b>appatvā</b> lok'antaṃ,
dukkhā atthi pamocanaṃ."	""
"6918"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.12"	"dubbacasikkhāpadaṃ"	"bhikkhū pan'eva dubbacajātiko hotī'ti dubbaco hoti dovacassakaraṇehi dhammehi samannāgato akkhamo <b>appadakkhiṇaggāhī</b> anusāsaniṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6924"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP125"	"pāpavaggo"	"yo <b>appaduṭṭhassa</b> narassa dussati,
suddhassa posassa anaṅgaṇassa,
tam'eva bālaṃ pacceti pāpaṃ,
sukhumo rajo paṭivātaṃ'va khitto."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6936"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6940"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"ajātā nāma pathavī, suddhapāsāṇā suddhasakkharā suddhakaṭhalā suddhamarumbā suddhavālikā <b>appapaṃsukā</b> appamattikā, yebhuyyenapāsāṇā, yebhuyyenasakkharā, yebhuyyenakaṭhalā, yebhuyyenamarumbā, yebhuyyenavālikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6941"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"jātā nāma pathavī, suddhapaṃsu suddhamattikā <b>appapāsāṇā</b> appasakkharā appakaṭhalā appamarumbā appavālikā, yebhuyyenapaṃsukā, yebhuyyenamattikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6943"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN20.3"	"kulasuttaṃ"	"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni <b>appapurisāni</b> tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi."	"Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."	"extra"	"26"	""	""	""	"SN20.3"	"kulasuttaṃ"	"seyyathā'pi, bhikkhave, yāni kānici kulāni bahu'tthikāni <b>appapurisāni</b> tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi."	""
"6957"	"11"	""	""	"AN8.53"	"saṃkhittasuttaṃ"	"sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā <b>appamattā</b> ātāpinī pahit'attā vihareyyan'ti"	"Saṅkhitta-dhamma"	"The Dhamma in Brief"	"Teachings"	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"tasmā hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya.
divā ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha <b>appamattā</b>."	"Ratana-sutta"	"The Discourse on Jewels"	"Protective Recitations"	"DHP21"	"appamādavaggo"	"appamādo amatapadaṃ,
pamādo maccuno padaṃ,
<b>appamattā</b> na mīyanti,
ye pamattā yathā matā."	""	""	""	""	""	""	"AN8.53"	"saṃkhittasuttaṃ"	"yamahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā <b>appamattā</b> ātāpinī pahitattā vihareyyan'ti"	"Having heard the Buddha's teaching, I could live alone, in solitude, heedful, ardent, with resolute determination."	""	"17"	"SN22.63"	"upādiyamānasuttaṃ"	"ekamantaṃ nisinno kho so bhikkhu bhagavantaṃ etadavoca, sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu yamahaṃ bhagavato dhammaṃ sutvā eko vūpakaṭṭho <b>appamatto</b> ātāpī pahitatto vihareyyanti."	"DHP21"	"appamādavaggo"	"appamādo amatapadaṃ,
pamādo maccuno padaṃ,
<b>appamattā</b> na mīyanti,
ye pamattā yathā matā."	"25"
"6958"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP56"	"pupphavaggo"	"<b>appamatto</b> ayaṃ gandho,
yv'āyaṃ tagaracandanaṃ,
yo ca sīlavataṃ gandho,
vāti devesu uttamo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6960"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.31"	"sīsapāvanasuttaṃ"	"<b>appamattakāni</b>, bhante, bhagavatā parittāni sīsapāpaṇṇāni pāṇinā gahitāni, atha kho etān'eva bahutarāni yadidaṃ upari sīsapāvane'ti."	"SN20.2"	"nakhasikhasuttaṃ"	"etadeva, bhante, bahutaraṃ yadidaṃ mahāpathavī. <b>appamattako</b>'yaṃ bhagavatā paritto nakhasikhāyaṃ paṃsu āropito."	""
"6961"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.3"	"ujjhāpanakasikkhāpadaṃ"	"ujjhāpanakaṃ nāma upasampannaṃ saṅghena sammataṃ sen'āsanapaññāpakaṃ vā bhatt'uddesakaṃ vā yāgubhājakaṃ vā phalabhājakaṃ vā khajjabhājakaṃ vā <b>appamattaka</b>vissajjakaṃ vā avaṇṇaṃ kattu'kāmo"	""	""	""	""	""	""	""	""	""	""	""	""	""
"6962"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.3"	"ujjhāpanakasikkhāpadaṃ"	"ujjhāpanakaṃ nāma upasampannaṃ saṅghena sammataṃ sen'āsanapaññāpakaṃ vā bhatt'uddesakaṃ vā yāgubhājakaṃ vā phalabhājakaṃ vā khajjabhājakaṃ vā <b>appamattakavissajjakaṃ</b> vā avaṇṇaṃ kattu'kāmo"	""	""	""	""	""	""	""	""	""	""	""	""	""
"6967"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"ajātā nāma pathavī, suddhapāsāṇā suddhasakkharā suddhakaṭhalā suddhamarumbā suddhavālikā appapaṃsukā <b>appamattikā</b>, yebhuyyenapāsāṇā, yebhuyyenasakkharā, yebhuyyenakaṭhalā, yebhuyyenamarumbā, yebhuyyenavālikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6968"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.49"	"paṭhamasinerupabbatarājasuttaṃ"	"etadeva, bhante, bahutaraṃ, yadidaṃ, sinerupabbatarājā, <b>appamattikā</b> satta muggamattiyo pāsāṇasakkharā upanikkhittā."	""	""	""	""
"6969"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"jātā nāma pathavī, suddhapaṃsu suddhamattikā appapāsāṇā appasakkharā appakaṭhalā <b>appamarumbā</b> appavālikā, yebhuyyenapaṃsukā, yebhuyyenamattikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"6971"	"11"	""	""	"AN4.67"	"ahirājasuttaṃ"	"<b>appamāṇo</b> buddho, appamāṇo dhammo.
appamāṇo saṅgho, pamāṇavantāni siriṃsapāni
ahivicchikā satapadī, uṇṇanābhī sarabū mūsikā."	"Khandha-parittaṃ"	"Protection of the Aggregates"	"Protective Recitations"	"DN13.8"	"tevijjasuttaṃ"	"iti uddham'adho tiriyaṃ sabbadhi sabb'attatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena <b>appamāṇena</b> averena abyāpajjena pharitvā viharati."	"Brahmavihārā"	"The Divine Abidings"	"Reflections"	""	""	""	""	""	""	""	""	""	"DN13.8"	"tevijjasuttaṃ"	"iti uddham'adho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena <b>appamāṇena</b> averena abyāpajjhena pharitvā viharati"	"Thus, having suffused the world, above, below, across, everywhere, to all beings, with a mind filled with goodwill, [that is] vast, exalted, immeasurable, free of ill-will, [and] not with malevolence, he dwells."	"extra"	"17"	"SN35.247"	"chappāṇakopamasuttaṃ"	"upaṭṭhitakāyassati ca viharati <b>appamāṇa</b>cetaso, tañ'ca cetovimuttiṃ paññāvimuttiṃ yathābhūtaṃ pajānāti yatth'assa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti."	"AN10.29"	"paṭhamakosalasuttaṃ"	"dasa'y'imāni, bhikkhave, kasiṇ'āyatanāni. katamāni dasa? pathavīkasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ <b>appamāṇaṃ</b>."	"34"
"6972"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati <b>appamāṇacetaso</b>"	"Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form, with mindfulness of the body present, he dwells with an immeasurable mind."	""	"18"	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati <b>appamāṇacetaso</b>"	"SN35.247"	"chappāṇakasuttaṃ"	"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati <b>appamāṇacetaso</b>"	""
"6974"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN3.91"	"dutiya sikkhattayasuttaṃ"	"yathā divā tathā rattiṃ, yathā rattiṃ tathā divā, abhibhuyya disā sabbā, <b>appamāṇasamādhinā</b>."	"As by day, so by night, as by night, so by day. Overcoming all directions with a boundless stable mind."	""	"24"	""	""	""	"AN3.91"	"dutiya sikkhattayasuttaṃ"	"yathā divā tathā rattiṃ,
yathā rattiṃ tathā divā,
abhibhuyya disā sabbā,
<b>appamāṇasamādhinā</b>."	""
"6981"	"5"	""	""	"SN12.22"	"dutiyadasabalasuttaṃ"	"par'atthaṃ vā hi bhikkhave sampassamānena alam'eva <b>appamādena</b> sampādetuṃ"	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	"DN16.36"	"mahāparinibbānasuttaṃ"	"handadāni, bhikkhave, āmantayāmi vo, vayadhammā saṅkhārā, <b>appamādena</b> sampādetha."	"Buddha-pacchima-ovāda"	"The Buddha's Final Instruction"	"Teachings"	"DHP21"	"appamādavaggo"	"<b>appamādo</b> amatapadaṃ,
pamādo maccuno padaṃ,
appamattā na mīyanti,
ye pamattā yathā matā."	""	""	""	""	""	""	"SN12.22 (simpl)"	"dutiyadasabalasuttaṃ"	"paresaṃ atthaṃ vā hi bhikkhave sampassamānena alaṃ eva <b>appamādena</b> sampādetuṃ"	"Monks, by considering the benefit of others, it is enough just to strive with heedfulness."	""	"10"	"SN12.22"	"dutiyadasabalasuttaṃ"	"par'atthaṃ vā hi bhikkhave sampassamānena alam'eva <b>appamādena</b> sampādetuṃ"	"AN4.37"	"aparihāniyasuttaṃ"	"<b>appamāda</b>rato bhikkhu,
pamāde bhayadassi vā,
abhabbo parihānāya,
nibbānass'eva santike'ti."	"29"
"6989"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP31"	"appamādavaggo"	"<b>appamādarato</b> bhikkhu,
pamāde bhayadassi vā,
saṃyojanaṃ aṇuṃ thūlaṃ,
ḍahaṃ aggī'va gacchati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP57"	"pupphavaggo"	"tesaṃ sampannasīlānaṃ,
<b>appamādavihārinaṃ</b>,
samma'd'aññā vimuttānaṃ,
māro maggaṃ na vindati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7007"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7015"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN26"	"pāsarāsisuttaṃ"	"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā <b>apparajakkha</b>jātikā, assavanatā dhammassa parihāyanti."	"Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine, there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching."	"extra"	"7"	""	""	""	""	""	""	""
"7016"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN26"	"pāsarāsisuttaṃ"	"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā <b>apparajakkhajātikā</b>, assavanatā dhammassa parihāyanti."	"Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine, there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching."	"extra"	"7"	""	""	""	""	""	""	""
"7017"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP366"	"bhikkhuvaggo"	"<b>appalābho</b>'pi ce bhikkhu,
salābhaṃ n'ātimaññati,
taṃ ve devā pasaṃsanti,
suddhājīviṃ atanditaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7018"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"jātā nāma pathavī, suddhapaṃsu suddhamattikā appapāsāṇā <b>appasakkharā</b> appakaṭhalā appamarumbā appavālikā, yebhuyyenapaṃsukā, yebhuyyenamattikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7020"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP123"	"pāpavaggo"	"vāṇijo'va bhayaṃ maggaṃ,
<b>appasattho</b> mahaddhano,
visaṃ jīvitu'kāmo'va,
pāpāni parivajjaye."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7022"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SE 13"	"uccasadda sikkhāpada"	"<b>appasaddo</b> antaraghare gamissāmī'ti sikkhā karaṇīyā."	""	""	""	""	""	""	""	""	""	""	""	""	"MN92"	"selasuttaṃ"	"<b>appasaddā</b> bhonto āgacchantu pade padaṃ nikkhipantā, durāsadā hi te bhagavanto sīhāva ekacarā."	""
"7027"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.1"	"paṭhamapārājikaṃ"	"n'etaṃ, moghapurisa, <b>appasannānaṃ</b> vā pasādāya, pasannānaṃ vā bhiyyobhāvāya. atha khv'etaṃ, moghapurisa, appasannānañ'c'eva appasādāya, pasannānañ'ca ekaccānaṃ aññathattāyā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7028"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.13"	"kuladūsakasikkhāpadaṃ"	"kulāni ca tena duṭṭhānī'ti pubbe saddhā hutvā taṃ āgamma assaddhā honti, pasannā hutvā <b>appasannā</b> honti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7036"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.1"	"sukkavissaṭṭhi sikkhāpada"	"atha khv'etaṃ, moghapurisa, appasannānañ'c'eva <b>appasādāya</b>, pasannānañ'ca ekaccānaṃ aññathattāyā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7046"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP186"	"buddhavaggo"	"na kahāpaṇavassena,
titti kāmesu vijjati,
<b>app'assādā</b> dukhā kāmā,
iti viññāya paṇḍito."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7047"	"20"	""	""	"DHP152"	"jarāvaggo"	"<b>appassuta</b>-ayaṃ puriso,
balibaddho'va jīrati,
maṃsāni tassa vaḍḍhanti,
paññā tassa na vaḍḍhati."	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	"DHP152"	"jarāvaggo"	"<b>appassuta</b>-ayaṃ puriso,
balibaddho'va jīrati,
maṃsāni tassa vaḍḍhanti,
paññā tassa na vaḍḍhati."	""	""	""	""	""	""	"DHP152 (simpl)"	"jarāvaggo"	"<b>appassuto</b> puriso, balibaddho va jīrati,  maṃsāni tassa vaḍḍhanti, paññā tassa na vaḍḍhati."	"An unlearned man ages like an ox, his flesh increases, his wisdom does not increase."	"extra"	"9"	""	""	""	"TH259"	"sāriputtattheragāthā"	"mā me kadāci pāpiccho,
kusīto hīnavīriyo,
<b>appassuto</b> anādaro,
kena lokasmi kiṃ siyā."	"16"
"7057"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 8"	"paṭhamaupakkhaṭasikkhāpadaṃ"	"tatra ce so bhikkhu pubbe <b>appavārito</b> upasaṅkamitvā cīvare vikappaṃ āpajjeyya, sādhu vata maṃ āyasmā iminā cīvaracetāpannena evarūpaṃ vā evarūpaṃ vā cīvaraṃ cetāpetvā acchādehī'ti"	""	""	""	"VIN PAT NP 8 (simpl)"	"paṭhamaupakkhaṭasikkhāpadaṃ"	"ce so bhikkhu, pubbe <b>appavārito</b>, upasaṅkamissati cīvare vikappaṃ āpajjissati"	"If that monk, previously uninvited, approaches [there], causes an alteration in a robe"	""	"6"	""	""	""	"VIN PAT NP 8"	"paṭhamaupakkhaṭasikkhāpadaṃ"	"tatra ce so bhikkhu pubbe <b>appavārito</b> upasaṅkamitvā cīvare vikappaṃ āpajjeyya, sādhu vata maṃ āyasmā iminā cīvaracetāpannena evarūpaṃ vā evarūpaṃ vā cīvaraṃ cetāpetvā acchādehī'ti"	""
"7058"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.4.6"	"dutiyapavāraṇāsikkhāpadaṃ"	"appavārite pavāritasaññī, āpatti dukkaṭassa. appavārite vematiko, āpatti dukkaṭassa. appavārite <b>appavāritasaññī</b>, anāpatti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7059"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.10"	"pathavīkhaṇanasikkhāpadaṃ"	"jātā nāma pathavī, suddhapaṃsu suddhamattikā appapāsāṇā appasakkharā appakaṭhalā appamarumbā <b>appavālikā</b>, yebhuyyenapaṃsukā, yebhuyyenamattikā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"7061"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 19"	"mahallakavihāra sikkhāpada"	"<b>appaharite</b> ṭhitena, adhiṭṭhātabbaṃ. tato ce uttariṃ <b>appaharit</b>e'pi ṭhito adhiṭṭhaheyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 19"	"mahallakavihārasikkhāpadaṃ"	"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ <b>appaharite</b> ṭhitena adhiṭṭhātabbaṃ"	""
"7067"	"11"	""	""	"MN39"	"mahāassapurasuttaṃ"	"bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan'āgāraṃ yathā dāsabyaṃ yathā kantār'addhānamaggaṃ, ime pañca nīvaraṇe <b>appahīne</b> attani samanupassati"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN40"	"cūḷāssapurasuttaṃ"	"yassa kassaci, bhikkhave, bhikkhuno abhijjhālussa abhijjhā <b>appahīnā</b> hoti, byāpannacittassa byāpādo <b>appahīno</b> hoti, kodhanassa kodho <b>appahīno</b> hoti"	"19"
"7076"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN9.6"	"poṭṭhapādasuttaṃ, ekaṃsikadhammo"	"taṃ kiṃ maññasi, poṭṭhapāda, nanu evaṃ sante tesaṃ samaṇabrāhmaṇānaṃ <b>appāṭihīrakataṃ</b> bhāsitaṃ sampajjatī'ti? addhā kho, bhante, evaṃ sante tesaṃ samaṇabrāhmaṇānaṃ <b>appāṭihīrakataṃ</b> bhāsitaṃ sampajjatī'ti."	""
"7077"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.7.1"	"sañciccasikkhāpadaṃ"	"<b>appāṇe</b> vemitako, āpatti dukkaṭassa. <b>appāṇe</b> appāṇasaññī, anāpatti."	""	""	""	""	""	""	""	""	""	""	""	""	""
