"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"32571"	"16"	""	""	"DHP154"	"jarāvaggo"	"gahakāraka <b>diṭṭho'si</b>,
puna gehaṃ na kāhasi,
sabbā te phāsukā bhaggā,
gahakūṭaṃ visaṅkhataṃ,
visaṅkhāragataṃ cittaṃ,
taṇhānaṃ khayam'ajjhagā."	"Buddha-paṭhama-bhāsita"	"The Buddha's First Exclamation"	"Verses"	""	""	""	""	""	""	"DHP154"	"jarāvaggo"	"gahakāraka <b>diṭṭho'si</b>,
puna gehaṃ na kāhasi,
sabbā te phāsukā bhaggā,
gahakūṭaṃ visaṅkhataṃ,
visaṅkhāragataṃ cittaṃ,
taṇhānaṃ khayam'ajjhagā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7"
"32577"	"9"	""	""	"Trad"	""	"etā pi buddhajayamaṅgal'āṭṭhagāthā, yo vācano <b>dina</b>dine sarate'm'atandī, hitvān'anekavividhāni c'upaddavāni, mokkhaṃ sukhaṃ adhigameyya naro sapañño"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"API127"	"abhayattheraapadānaṃ"	"tadā catasso gāthāyo,
ganthayitvā subyañjanā,
santhavitvā tilokaggaṃ,
desayissaṃ <b>dine</b> <b>dine</b>."	"62"
"32583"	"11"	""	""	"MN51"	"kandarakasuttaṃ"	"adinn'ādānaṃ pahāya adinn'ādānā paṭivirato hoti <b>dinn</b>'ādāyī <b>dinna</b>pāṭikaṅkhī, athenena sucibhūtena attanā viharati."	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.1.3"	"tatiyakathinasikkhāpadaṃ"	"akālacīvaraṃ nāma anatthate kathine ekādasamāse uppannaṃ, atthate kathine sattamāse uppannaṃ, kāle'pi ādissa <b>dinnaṃ</b>, etaṃ akālacīvaraṃ nāma."	"MN41"	"sāleyyakasuttaṃ"	"atthi <b>dinnaṃ</b> atthi yiṭṭhaṃ atthi hutaṃ"	"There is what is given, there is what is sacrificed, there is what is offered"	""	"11"	""	""	""	"MN41"	"sāleyyakasuttaṃ"	"sammādiṭṭhiko kho pana hoti aviparītadassano, atthi <b>dinnaṃ</b> atthi yiṭṭhaṃ atthi hutaṃ, atthi sukatadukkaṭānaṃ kammānaṃ phalaṃ vipāko, atthi ayaṃ loko atthi paro loko, atthi mātā atthi pitā, …"	"19"
"32584"	"11"	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"ye puggalā aṭṭha sataṃ pasatthā,
cattāri etāni yugāni honti,
te dakkhiṇeyyā sugatassa sāvakā,
etesu <b>dinnāni</b> mahapphalāni,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu."	"Ratana-sutta"	"The Discourse on Jewels"	"Protective Recitations"	""	""	""	""	""	""	"DHP356"	"taṇhāvaggo"	"tiṇadosāni khettāni,
rāgadosā ayaṃ pajā,
tasmā hi vītarāgesu,
<b>dinnaṃ</b> hoti mahapphalaṃ."	""	""	""	""	""	""	"DHP356"	"taṇhāvaggo"	"tiṇadosāni khettāni, rāgadosā ayaṃ pajā, tasmā hi vītarāgesu, <b>dinnaṃ</b> hoti mahapphalaṃ."	"Fields are ruined by weeds, this generation is ruined by desire, that is why an offering to [those who are] free from desires is indeed of great fruit."	""	"20"	""	""	""	"DHP356"	"taṇhāvaggo"	"tiṇadosāni khettāni,
rāgadosā ayaṃ pajā,
tasmā hi vītarāgesu,
<b>dinnaṃ</b> hoti mahapphalaṃ."	"54"
"32591"	"19"	""	""	"MN51"	"kandarakasuttaṃ"	"adinn'ādānaṃ pahāya adinn'ādānā paṭivirato hoti dinn'ādāyī <b>dinnapāṭikaṅkhī</b>, athenena sucibhūtena attanā viharati"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19"
"32597"	"19"	""	""	"MN51"	"kandarakasuttaṃ"	"adinn'ādānaṃ pahāya adinn'ādānā paṭivirato hoti <b>dinn'ādāyī</b> dinnapāṭikaṅkhī, athenena sucibhūtena attanā viharati"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19"
"32602"	"19"	""	""	"AN4.67"	"ahirājasutta"	"apādakehi me mettaṃ, mettaṃ <b>dipādakehi</b> me.
catuppadehi me mettaṃ, mettaṃ bahuppadehi me."	"Khandha-parittaṃ"	"Protection of the Aggregates"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"56"
"32606"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP187"	"buddhavaggo"	"api <b>dibbesu</b> kāmesu,
ratiṃ so n'ādhigacchati,
taṇhakkhayarato hoti,
sammāsambuddhasāvako."	""	""	""	"VIN1.1.3"	"tatiyapārājikaṃ"	"ito tvaṃ kālaṅ'kato kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjissasi, tattha <b>dibbehi</b> pañcahi kāmaguṇehi samappito samaṅgībhūto paricāressasī'ti."	"AN5.23"	"upakkilesasuttaṃ"	"so sace ākaṅkhati, <b>dibbena</b> cakkhunā satte passeyyaṃ cavamāne upapajjamāne"	"If he wishes, I myself could see beings passing away and re-arising with the divine eye"	""	"10"	""	""	""	"SN4.5"	"dutiyamārapāsasuttaṃ"	"mutt'āhaṃ sabbapāsehi, ye <b>dibbā</b> ye ca mānusā.
mahābandhanamutto'mhi, nihato tvam'asi antakā'ti."	""
"32632"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 89"	"nisīdana sikkhāpada"	"nisīdanaṃ pana bhikkhunā kārayamānena pamāṇikaṃ kāretabbaṃ. tatr'idaṃ pamāṇaṃ, dīghaso dve vidatthiyo sugatavidatthiyā, tiriyaṃ <b>diyaḍḍhaṃ</b>, dasā vidatthi."	""	""	""	"VIN PAT PC 57"	"nahānasikkhāpadaṃ"	"tatth'āyaṃ samayo <b>diyaḍḍho</b> māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā"	"This (is) the time in this case, One-and-a-half months (are) remaining of the hot season and the first month of the rainy season, thus these two-and-a-half months, ..."	"extra"	"18"	""	""	""	"VIN PAT PC 57"	"nahānasikkhāpadaṃ"	"tatth'āyaṃ samayo <b>diyaḍḍho</b> māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo"	""
"32638"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 5"	"paṭhamasahaseyyasikkhāpadaṃ"	"yo pana bhikkhu anupasampannena uttari<b>diratta</b>tirattaṃ sahaseyyaṃ kappeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32639"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 49"	"senāvāsasikkhāpadaṃ"	"siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ gamanāya, <b>dirattatirattaṃ</b> tena bhikkhunā senāya vasitabbaṃ. tato ce uttari vaseyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 49"	"senāvāsasikkhāpadaṃ"	"siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ gamanāya, <b>dirattatirattaṃ</b> tena bhikkhunā senāya vasitabbaṃ. tato ce uttari vaseyya, pācittiyaṃ."	""
"32640"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 5"	"paṭhamasahaseyyasikkhāpadaṃ"	"yo pana bhikkhu anupasampannena uttari<b>dirattatirattaṃ</b> sahaseyyaṃ kappeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32641"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP42"	"cittavaggo"	"<b>diso</b> <b>disaṃ</b> yaṃ taṃ kayirā,
verī vā pana verinaṃ,
micchāpaṇihitaṃ cittaṃ,
pāpiyo naṃ tato kare."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32643"	"11"	""	""	"SNP16"	"maṅgalasuttaṃ
cūḷavaggo 4"	"etā<b>disāni</b> katvāna, sabbattha'm'aparājitā.
sabbattha sotthiṃ gacchanti, tan'tesaṃ maṅgalam'uttaman'ti."	"Maṅgala-sutta"	"The Discourse on Blessings"	"Protective Recitations"	""	""	""	""	""	""	"DHP61"	"bālavaggo"	"carañ'ce n'ādhigaccheyya,
seyyaṃ sa<b>disam</b>'attano,
ekacariyaṃ daḷhaṃ kayirā,
n'atthi bāle sahāyatā."	"VIN PAT SA 4"	"attakāmapāricariya sikkhāpada"	"etadaggaṃ, bhagini, pāricariyānaṃ yā mā<b>disaṃ</b>, sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ, etena dhammena paricareyyā'ti, methun'ūpasaṃhitena, saṅghādiseso."	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SA 4"	"attakāmapāricariya sikkhāpada"	"etadaggaṃ, bhagini, pāricariyānaṃ yā mā<b>disaṃ</b>, sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ, etena dhammena paricareyyā'ti, methun'ūpasaṃhitena, saṅghādiseso."	"53"
"32648"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN19.7"	"mahāgovindasuttaṃ"	"bhavam'atthu bhavantaṃ jotipālaṃ, rājā <b>disampati</b> bhavantaṃ jotipālaṃ māṇavaṃ āmantayati, rājā <b>disampati</b> bhoto jotipālassa māṇavassa dassanakāmo'ti"	""
"32650"	"7"	""	""	"DN13.8"	"tevijjasuttaṃ"	"mettāsahagatena cetasā ekaṃ <b>disaṃ</b> pharitvā viharati, tathā dutiyaṃ, tathā tatiyaṃ, tathā catutthaṃ."	"Brahmavihārā"	"The Divine Abidings"	"Reflections"	""	""	""	""	""	""	"DHP54"	"pupphavaggo"	"na pupphagandho paṭivātam'eti,
na candanaṃ tagaramallikā,
satañ'ca gandho paṭivātam'eti,
sabbā <b>disā</b> sappuriso pavāyati."	""	""	""	""	""	""	"AN7.61"	"pacalāyamānasuttaṃ"	"tvaṃ moggallāna <b>disā</b> anuvilokeyyāsi nakkhattāni ullokeyyāsi"	"Moggallāna, you should look all around in all directions, and look up at the constellations."	""	"7"	"SN47.9"	"gilānasuttaṃ"	"api ca me, bhante, madhurakajāto viya kāyo, <b>disā</b>'pi me na pakkhāyanti, dhammā'pi maṃ nappaṭibhanti bhagavato gelaññena."	"MN10.8"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni apagatasambandhāni <b>disā</b> vidisā vikkhittāni"	"34"
"32668"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP304"	"pakiṇṇakavaggo"	"dūre santo pakāsenti, himavanto'va pabbato,
asant'ettha na <b>dissanti</b>, rattiṃ khittā yathā sarā."	""	""	""	""	""	""	"VIN PAT SA 13"	"kuladūsakasikkhāpadaṃ"	"tassa kho pāpakā samācārā <b>dissanti</b> c'eva suyyanti ca kulāni ca tena duṭṭhāni <b>dissanti</b> c'eva suyyanti ca"	"His bad activities (lit, behaviors) are seen as well as heard [about] and the householders corrupted by him are seen as well as heard [about]."	""	"13"	"MN107"	"gaṇakamoggallānasuttaṃ"	"seyyathā'pi, bho gotama, imassa migāramātupāsādassa <b>dissati</b> anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, yāva pacchimasopānakaḷevarā."	"MN107"	"gaṇakamoggallānasuttaṃ"	"seyyathā'pi, bho gotama, imassa migāramātupāsādassa <b>dissati</b> anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, yāva pacchimasopānakaḷevarā."	""
"32669"	"13"	""	""	"TH257"	"pārāpariyattheragāthā"	"aññathā lokanāthamhi, tiṭṭhante puris'uttame.
iriyaṃ āsi bhikkhūnaṃ, aññathā dāni <b>dissati</b>."	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH257 (simpl)"	"pārāpariyatheragāthā"	"aññathā lokanāthamhi, tiṭṭhante puris'uttame. iriyā āsi bhikkhūnaṃ, aññathā dāni <b>dissati</b>."	"It was different when the Protector of the world, the supreme man, was still alive. Conduct of the monks was different, now [it] is seen [to be] otherwise."	"extra"	"13"	""	""	""	"SNP54"	"sāriputtasuttaṃ
aṭṭhakavaggo 16"	"sadevakassa lokassa,
yathā <b>dissati</b> cakkhumā,
sabbaṃ tamaṃ vinodetvā,
eko'va ratim'ajjhagā."	"14"
"32674"	"8"	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"tam'enaṃ tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ <b>disvā</b> mā nimittaggāhī hohi m'ānubyañjanaggāhī"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	"VIN PAT AN 1"	"paṭhamāniyata sikkhāpada"	"tam'enaṃ saddheyyavacasā upāsikā <b>disvā</b> tiṇṇaṃ dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"	""	""	""	"VIN PAT AN 1"	"dutiyaaniyatasikkhāpadaṃ"	"tam'enaṃ saddheyyavacasā upāsikā <b>disvā</b> tiṇṇaṃ dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"	"A lay woman, whose words can be trusted, having then seen that should speak in accordance with one of three rules, according to an offence involving defeat, according to an offence requiring suspension, according to an offence requiring confession."	"extra"	"12"	"MN107"	"gaṇakamoggallānasuttaṃ"	"tam'enaṃ tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ <b>disvā</b> mā nimittaggāhī hohi m'ānubyañjanaggāhī"	"VIN PAT AN 1"	"paṭhamāniyata sikkhāpada"	"tam'enaṃ saddheyyavacasā upāsikā <b>disvā</b> tiṇṇaṃ dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"	"19"
"32675"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP149"	"jarāvaggo"	"yān'imāni apatthāni, alābūn'eva sārade,
kāpotakāni aṭṭhīni, tāni <b>disvāna</b> kā rati."	""	""	""	"VIN2.5.2.4"	"paṭhamasenāsanasikkhāpadaṃ"	"<b>disvāna</b> etasmiṃ nidāne etasmiṃ pakaraṇe dhammiṃ kathaṃ katvā bhikkhū āmantesi, anujānāmi, bhikkhave, aṭṭha māse avassikasaṅkete maṇḍape vā rukkhamūle vā yattha kākā vā kulalā vā na ūhadanti tattha sen'āsanaṃ nikkhipitun'ti."	"SNP7"	"vasalasuttaṃ
uragavaggo 7"	"<b>disvāna</b> bhagavantaṃ etadavoca, tatreva, muṇḍaka, tatreva, samaṇaka, tatreva, vasalaka tiṭṭhāhīti."	"As soon as he saw the Fortunate One he said, ""Stay right there, baldy! Stay right there, low ascetic! Stay right there, outcast!"""	"extra"	"16"	"SN35.240"	"kummopamasuttaṃ"	"addasā kho, bhikkhave, kummo kacchapo siṅgālaṃ dūrato'va gocarapasutaṃ. <b>disvāna</b> soṇḍipañcamāni aṅgāni sake kapāle samodahitvā app'ossukko tuṇhībhūto saṅkasāyati."	"SNP7"	"vasalasuttaṃ
uragavaggo 7"	"<b>disvāna</b> bhagavantaṃ etadavoca, tatr'eva, muṇḍaka, tatr'eva, samaṇaka, tatr'eva, vasalaka tiṭṭhāhī'ti."	""
"32678"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.38"	"dutiyasūriyasuttaṃ"	"andhatamaṃ tadā hoti andhakāratimisā. n'eva tāva rattin<b>'divā</b> paññāyanti, na māsaddhamāsā paññāyanti, na utusaṃvaccharā paññāyanti."	""	""	""	""
"32680"	"9"	""	""	"PAT PK"	"dhammayuttikapubbakicca"	"niṭṭhite ca pubbakicce, sace so <b>divaso</b> cātuddasīpaṇṇarasīsāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso."	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.3.8"	"accekacīvarasikkhāpadaṃ"	"tato ce uttari nikkhipeyyā'ti anatthate kathine vassānassa pacchimaṃ <b>divasaṃ</b> atikkāmeti, nissaggiyaṃ pācittiyaṃ."	""	""	""	""	"extra"	""	""	""	""	"AN8.74"	"dutiya maraṇassatisuttaṃ"	"idha bhikkhu <b>divase</b> nikkhante rattiyā patihitāya iti paṭisañcikkhati, bahukā kho me paccayā maraṇassa"	"75"
"32689"	"13"	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"<b>divasaṃ</b> caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN12.63 (simpl)"	"puttamaṃsūpamasuttaṃ"	"taṃ kiṃ maññatha, api nu so puriso <b>divasaṃ</b> tīhi sattīhi satehi haññamāno tatonidānaṃ dukkhaṃ domanassaṃ paṭisaṃvediyeyya?"	"""What do you think? Wouldn't that man, being struck during the day with three hundred spears, experience suffering and distress on that account?"""	""	"12"	"MN107"	"gaṇakamoggallānasuttaṃ"	"<b>divasaṃ</b> caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi"	"MN152"	"indriyabhāvanāsuttaṃ"	"balavā puriso <b>divasaṃ</b>santatte ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya. dandho, ānanda, udakaphusitānaṃ nipāto"	"19"
"32690"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN152"	"indriyabhāvanāsuttaṃ"	"<b>divasaṃsantatte</b> ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya"	"He would drop two or three drops of water into an iron pot, [which] was heated during the day."	""	"14"	""	""	""	"MN152"	"indriyabhāvanāsuttaṃ"	"<b>divasaṃsantatte</b> ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya"	""
"32695"	"13"	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"tasmā hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya.
<b>divā</b> ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā."	"Ratana-sutta"	"The Discourse on Jewels"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"ye dadanti upassayaṃ, tesaṃ <b>divā</b> ca ratto ca, sadā puññaṃ pavaḍḍhati"	"Whoever gives a dwelling, merit increases for them all the time, day and night."	""	"6"	""	""	""	"AN3.91"	"dutiyasikkhattayasuttaṃ"	"yathā divā tathā rattiṃ, yathā rattiṃ tathā <b>divā</b>,
abhibhuyya disā sabbā, appamāṇasamādhinā."	"54"
"32696"	""	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"tasmā hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya.
<b>divā ca ratto ca</b> haranti ye baliṃ, tasmā hi ne rakkhatha appamattā."	"Ratana-sutta"	"The Discourse on Jewels"	"Protective Recitations"	""	""	""	""	""	""	"DHP296"	"pakiṇṇakavaggo"	"suppabuddhaṃ pabujjhanti,
sadā gotamasāvakā,
yesaṃ <b>divā ca ratto ca</b>,
niccaṃ buddhagatā sati."	""	""	""	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"ye dadanti upassayaṃ, tesaṃ <b>divā ca ratto ca</b>, sadā puññaṃ pavaḍḍhati"	"Whoever gives a dwelling, merit increases for them all the time, day and night."	""	"6"	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"papañ'ca udapānañ'ca,
ye dadanti upassayaṃ,
tesaṃ <b>divā ca ratto ca</b>,
sadā puññaṃ pavaḍḍhati."	"54"
"32712"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.42"	"papātasuttaṃ"	"ekaṃ samayaṃ bhagavā rājagahe viharati gijjhakūṭe pabbate. atha kho bhagavā bhikkhū āmantesi, āyāma, bhikkhave, yena paṭibhānakūṭo ten'upasaṅkamissāma <b>divāvihārāyā</b>'ti."	""	""	""	""
"32713"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"THI46"	"bhaddākuṇḍalakesātherīgāthā"	"<b>divāvihārā</b> nikkhamma,
gijjhakūṭamhi pabbate,
addasaṃ virajaṃ buddhaṃ,
bhikkhusaṅghapurakkhataṃ."	""
"32721"	"11"	""	""	"TH251"	"raṭṭhapālattheragāthā"	"na <b>dīgham</b>'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"SNP8"	"mettasuttaṃ"	"ye keci pāṇabhūt'atthi, tasā vā thāvarā vā anavasesā,
<b>dīghā</b> vā ye mahantā vā, majjhimā rassak'āṇukathūlā."	"Karaṇīya-metta-sutta"	"The Discourse on the Loving-Kindness to be Done"	"Protective Recitations"	"DHP60"	"bālavaggo"	"<b>dīghā</b> jāgarato ratti,
<b>dīghaṃ</b> santassa yojanaṃ,
<b>dīgho</b> bālānaṃ saṃsāro,
saddhammaṃ avijānataṃ."	""	""	""	""	""	""	"TH251"	"raṭṭhapālattheragāthā"	"na <b>dīgham</b>'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.  appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"Not by means of wealth does one get oneself a long life and not even by means of possessions does one banish old age. The sages say this life is indeed short, not eternal, and having the nature of changing (i.e. is changeable in nature)."	"extra"	"21"	"SN56.21"	"paṭhamakoṭigāmasuttaṃ"	"tatra kho bhagavā bhikkhū āmantesi, catunnaṃ, bhikkhave, ariyasaccānaṃ ananubodhā appaṭivedhā evam'idaṃ <b>dīgham</b>'addhānaṃ sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca."	"MN130"	"devadūtasuttaṃ"	"hoti kho so, bhikkhave, samayo yaṃ kadāci karahaci <b>dīghassa</b> addhuno accayena tassa mahānirayassa puratthimaṃ dvāraṃ apāpurīyati."	"13"
"32750"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP207"	"sukhavaggo"	"bālasaṅgatacārī hi,
<b>dīgham'addhāna</b> socati,
dukkho bālehi saṃvāso,
amitten'eva sabbadā,
dhīro ca sukhasaṃvāso,
ñātīnaṃ'va samāgamo."	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.21"	"paṭhamakoṭigāmasuttaṃ"	"tatra kho bhagavā bhikkhū āmantesi, catunnaṃ, bhikkhave, ariyasaccānaṃ ananubodhā appaṭivedhā evam'idaṃ <b>dīgham'addhānaṃ</b> sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca."	"DHP207"	"sukhavaggo"	"bālasaṅgatacārī hi,
<b>dīgham'addhāna</b> socati,
dukkho bālehi saṃvāso,
amitten'eva sabbadā,
dhīro ca sukhasaṃvāso,
ñātīnaṃ'va samāgamo."	""
"32752"	"19"	""	""	"TH251"	"raṭṭhapālattheragāthā"	"na <b>dīgham'āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH251"	"raṭṭhapālattheragāthā"	"na <b>dīgham'āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.  appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"Not by means of wealth does one get oneself a long life and not even by means of possessions does one banish old age. The sages say this life is indeed short, not eternal, and having the nature of changing (i.e. is changeable in nature)."	"extra"	"21"	""	""	""	"TH251"	"raṭṭhapālattheragāthā"	"na <b>dīgham'āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"13"
"32757"	"19"	""	""	"KHP7"	"tirokuṭṭasuttaṃ"	"ayañ'ca kho dakkhiṇā dinnā, saṅghamhi supatiṭṭhitā. <b>dīgharattaṃ</b> hitāy'assa, ṭhānaso upakappati."	"Adāsi-me-ādi-gāthā"	"Verses Starting with ""He Gave to Me"""	"Funeral Chants"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KHP7"	"tirokuṭṭasuttaṃ"	"ayaṃ ca kho dakkhiṇā dinnā, saṅghamhi supatiṭṭhitā. <b>dīgharattaṃ</b> hitāya assa, ṭhānaso upakappati."	"And, indeed, this gift that has been given, [and is] well placed among the community of monks, would be for the benefit for a long time, and [also] is serving immediately."	"extra"	"13"	"SN12.61"	"assutavāsuttaṃ"	"<b>dīgharattañ</b>'h'etaṃ, bhikkhave, assutavato puthujjanassa ajjhositaṃ mamāyitaṃ parāmaṭṭhaṃ"	"MN3"	"dhammadāyādasuttaṃ"	"tañ'hi tassa bhikkhuno <b>dīgharattaṃ</b> app'icchatāya santuṭṭhiyā sallekhāya subharatāya vīriy'ārambhāya saṃvattissati."	"68"
